"id_pessoa";"idade_pessoa";"salario_ano_pessoa";"propriedade_pessoa";"anos_trabalhados_pessoa";"id_emprestimo";"motivo_emprestimo";"pontuacao_emprestimo";"valor_emprestimo";"taxa_juros_emprestimo";"status_inadimplencia";"percentual_emprestimo_salario";"id_historico";"verifica_inadimplencia";"tempo_primeira_solicitacao"
"M4ZBcN42-6BKj";23;29520;"Aluguel";7.0;"liwA4C3Y-0ZRl";"Educativo";"D";8500;15.37;0;0.29;"eEMeNtds-tWJI";"Y";2
"bnvwNvjz-QvW7";30;105000;"Propria";14.0;"OjYR8GPJ-OtDU";"Melhora_do_lar";"B";15400;11.36;0;0.15;"5CAirdOC-QAJP";"N";8
"GCTL50TW-UdK0";29;50000;"Propria";3.0;"UqzQrLsY-Fbd3";"Pessoal";"C";6000;13.99;0;0.12;"RRw7Rkgo-S0JM";"N";8
"APONTWPR-ZhXg";23;43500;"Aluguel";0.0;"WCM7UqzN-aTsn";"Pessoal";"C";10450;13.57;0;0.24;"UNK50z9C-zMne";"N";3
"FIGu4dWy-shyJ";38;34000;"Propria";0.0;"Ko9YOav5-zD4m";"Melhora_do_lar";"C";11000;13.98;0;0.32;"TqqNf6NQ-SClA";"Y";17
"JjRzhMxz-lRG4";22;80000;"Aluguel";2.0;"O7tXui4v-ka1s";"Educativo";"B";12000;11.71;0;0.15;"xHFGZc3M-KKPP";"N";4
"WgsUQWmN-fcNv";0;58800;"Aluguel";7.0;"EgO5IATD-WFT2";"Educativo";"B";5000;11.99;1;0.04;"buiBnOBh-IGjE";"";9
"QPoCXOjx-Qsm1";24;91000;"Hipoteca";0.0;"557aDERA-Ovgr";"Pagamento_debitos";"B";7500;10.39;0;0.08;"jUM1Xiab-RRc0";"N";2
"Si3f07eA-AE6H";26;36000;"Hipoteca";5.0;"sx2XmeIx-DRWG";"Pessoal";"A";4000;0.0;0;0.11;"o9AIpL3E-lCQv";"N";3
"3ijPnRBt-hlQA";0;30000;"";3.0;"Lx2NW4Cr-jsZc";"Pessoal";"B";10400;9.91;0;0.09;"eT4ZQyvb-l3Tw";"N";6
"jcopjf4d-amm2";26;40100;"Aluguel";3.0;"S9H4tog6-6JIf";"Empreendimento";"D";6500;0.0;0;0.16;"IsXO8Elj-0tTq";"N";4
"fa6Hmxpr-Su4j";24;125000;"Hipoteca";8.0;"S1ye3Q7m-CKtI";"Pessoal";"B";10000;10.99;0;0.08;"6sOQPZUF-9dU0";"N";3
"BRnu4A1m-4ctt";23;52000;"Hipoteca";7.0;"XHuDRO2Y-ZCqH";"Educativo";"A";8400;8.9;0;0.16;"4ZoqpkWK-kdim";"N";2
"GLaEpn0k-nkgX";35;35000;"Aluguel";10.0;"8YUZUQQr-6Icd";"Pessoal";"D";8600;15.99;0;0.25;"LmkiCLXo-u81p";"N";5
"xE61M9Co-BLjJ";37;29000;"Aluguel";5.0;"7AdaP7ev-Ni4u";"Pessoal";"E";7200;19.03;1;0.25;"zeb2awg2-LpgD";"Y";14
"3UBeh3yq-DqUA";25;135000;"Aluguel";8.0;"4NRmmNEF-KaGN";"Pessoal";"B";24000;10.99;0;0.18;"v6y39WE8-xlUy";"N";2
"8U0IwTnY-qPgL";24;62000;"Aluguel";4.0;"XT181yex-3s4S";"Melhora_do_lar";"C";2000;13.49;0;0.03;"GbdXs3NT-1fCs";"Y";3
"NZ8nlWJg-iuJD";35;65000;"Hipoteca";0.0;"OkkYRAGS-Kkvg";"Empreendimento";"A";6500;5.42;0;0.1;"OSrh9r1m-D2Jr";"N";5
"spvyeDs8-nUxC";27;43000;"Aluguel";2.0;"djufyNqH-hzJr";"Medico";"C";8000;12.68;0;0.19;"ujNx7JR0-rt0I";"N";6
"GvgjyIJk-CZmF";21;28000;"Hipoteca";2.0;"GdgrcnFk-0StF";"Educativo";"C";1000;12.99;0;0.04;"EWBlYx8c-gr5I";"Y";4
"pXtNzeFt-8z4b";23;51000;"Aluguel";0.0;"pu5zBlQz-szmS";"Pagamento_debitos";"A";1000;7.14;0;0.02;"dGCniuj3-uI9b";"N";2
"0UpOndqu-drQi";25;45000;"Propria";9.0;"8z6ZpMrp-oYYC";"Medico";"A";3000;6.17;0;0.07;"9g631Mxq-vcNs";"N";4
"sFy6QO0p-paXt";33;160000;"Hipoteca";3.0;"PFP72vak-lgWC";"Pagamento_debitos";"B";22000;10.75;0;0.14;"NlUrbo8U-2tnA";"N";9
"ZWE3zUix-jOk2";30;111996;"Aluguel";1.0;"r1dRrGB4-XGlH";"Pagamento_debitos";"A";12000;7.49;0;0.11;"BtpG4b3v-UxyY";"N";6
"jFRbusz8-sHyp";24;72400;"Hipoteca";0.0;"WUDrEnFu-l3QD";"Melhora_do_lar";"B";15000;0.0;0;0.21;"Xutx0vjY-GjUT";"N";3
"zS2PcbZq-ennM";29;32400;"Aluguel";0.0;"Pb6AxdFS-9i0v";"Medico";"A";5000;8.9;0;0.15;"Lz0WG7Sk-kIEn";"N";8
"b3p30ZuQ-T42o";21;28000;"Propria";3.0;"IJHqTi1w-PEGa";"Empreendimento";"A";4000;7.88;0;0.14;"OgOuenDQ-sjYH";"N";3
"bbcpJ21d-7qNq";30;57000;"Hipoteca";6.0;"L2j34hot-592W";"Melhora_do_lar";"A";4000;8.0;0;0.07;"EpJpafo0-fodh";"N";8
"pYotSbGh-qyy7";39;70000;"Hipoteca";13.0;"CsAE881u-IxfR";"Pagamento_debitos";"A";8400;7.88;0;0.12;"56j1I5FQ-eo2q";"N";15
"T07Eudpd-8UkU";24;69996;"Aluguel";0.0;"qF73GWhR-SkoJ";"Melhora_do_lar";"C";6000;13.06;0;0.09;"RqtlAAtu-ph5q";"N";2
"pOxZuJQP-6LOL";23;34482;"Aluguel";7.0;"NQ2PzAaI-726q";"Pessoal";"B";7000;10.99;0;0.2;"oDXgAwki-U75U";"N";4
"mkEtbMDJ-T2tE";24;123000;"Aluguel";8.0;"naMZOaD1-AJDp";"Pessoal";"D";15000;15.37;1;0.12;"cLIMKsmN-e77Z";"N";4
"oaaInsr8-kCu6";41;35000;"Hipoteca";13.0;"hE2UDMfB-Iepp";"Pessoal";"B";1500;10.38;0;0.04;"3x0Jbr4w-yswQ";"N";16
"GCbTHnZo-MjOp";27;21112;"Aluguel";0.0;"HSnO8Fgi-to62";"Pessoal";"D";3600;15.99;1;0.17;"2lSa8mig-DTmL";"Y";10
"qLpnJflh-v4fw";21;69000;"Aluguel";5.0;"O9dnSQnk-0YHQ";"Pagamento_debitos";"A";12000;7.88;0;0.17;"GoPhH9wu-dUYu";"N";4
"nI3h18Xt-AIPQ";25;21500;"Aluguel";2.0;"HZ4yaCwy-cCTa";"Medico";"C";7500;11.34;1;0.35;"coNKkWqL-uT1N";"N";2
"41XfE5Tk-O6Qe";24;55000;"Hipoteca";1.0;"Fyh7NLx7-2kBK";"Melhora_do_lar";"A";5275;8.07;0;0.1;"H10cnUha-8guA";"N";4
"4SxHAvLi-Kj59";35;46900;"Aluguel";14.0;"3eLi4Q3I-iqBw";"Medico";"C";14000;14.27;0;0.3;"giK08MYk-Yr17";"Y";5
"9DUntCme-C3va";26;204000;"Hipoteca";10.0;"buiOcOml-ENTF";"Medico";"C";15250;14.35;0;0.07;"DS99GAse-jdiB";"N";3
"CUym7Nxl-tTHI";24;23004;"Aluguel";9.0;"e3k7UbsT-oL9h";"Pagamento_debitos";"A";1500;7.68;0;0.07;"OvLA5NuO-fi66";"N";2
"GDefqSPp-eGf8";33;55200;"Aluguel";3.0;"ddG0G7DO-rheG";"Empreendimento";"C";8100;0.0;0;0.15;"ilMZY7Jm-h5yd";"Y";10
"FkZ6La4B-6t4n";24;94102;"Hipoteca";8.0;"KrRkuNHY-XIwc";"Medico";"C";8475;12.99;1;0.08;"CKeHj8BF-Bh6v";"N";4
"ZymOpQvt-wkLa";28;0;"Hipoteca";5.0;"RJlo15KR-9P5o";"Melhora_do_lar";"B";12000;0.0;0;0.35;"kMZXq452-n4j3";"N";4
"B5xjfPpH-Csrj";25;150000;"Hipoteca";5.0;"nbe0bLeK-X8ti";"Pagamento_debitos";"A";10000;6.54;0;0.07;"J2vE1HFK-hacn";"N";4
"Zf5aysoc-Lhdp";27;72000;"Hipoteca";8.0;"PdEjI2lI-5mqU";"Empreendimento";"C";15250;13.16;0;0.21;"rkQyWifr-xZDF";"Y";5
"ikdP42M8-Nml1";29;74797;"Hipoteca";2.0;"3ILejMFJ-l814";"Medico";"D";15000;15.33;1;0.17;"chmN5fsz-3Zyv";"Y";10
"a81iHzX4-56GG";23;168000;"Hipoteca";6.0;"o6yjp1qT-cmi6";"Pessoal";"B";15750;10.75;0;0.09;"FZunzTlq-Ithj";"N";2
"JsTNCh3c-ko8g";22;55082;"Aluguel";6.0;"cPXnMOSx-Q35N";"Medico";"F";12000;0.0;1;0.19;"uKnIttfd-9cvO";"Y";3
"ZdpwJbro-n2MK";51;84000;"Aluguel";7.0;"lFjJJgDx-UDOO";"Melhora_do_lar";"A";12000;7.49;0;0.14;"mEsfi1qS-bjEI";"N";23
"PrjKM0By-gUuy";22;41000;"Hipoteca";0.0;"XMbvJ0ic-3G6R";"Pagamento_debitos";"B";7750;9.88;0;0.19;"mYHjttHu-eFfy";"N";3
"QXApAv5c-EJjO";27;78300;"Hipoteca";11.0;"vBCuoXp2-m1bX";"Melhora_do_lar";"B";9000;0.0;1;0.11;"NyWboA7q-mQ5b";"N";5
"hz1Imbec-4Qu5";29;134000;"Hipoteca";2.0;"rZJ4uN0Y-03Wf";"Pessoal";"C";8000;14.22;0;0.06;"eaPGcpH3-mPOx";"N";7
"yEAMWEdw-oEDt";39;34000;"Aluguel";3.0;"UOC4SKJ9-m8Yv";"Pessoal";"A";5000;8.49;1;0.15;"Df5qha2I-lJyi";"N";15
"XPygXv00-Z5jv";24;72000;"Hipoteca";5.0;"MAqD0U8G-6ETe";"Pagamento_debitos";"B";8000;12.21;0;0.11;"jjLloWaD-5cDM";"N";4
"kB0kc5oC-5jpz";30;85000;"Hipoteca";0.0;"2ix7H9nA-X6B9";"Melhora_do_lar";"C";18000;13.06;0;0.21;"dD292pJZ-AjHx";"N";5
"p4iUgfbi-3nDY";23;75000;"Propria";5.0;"a8sY6XRk-JRZN";"Medico";"D";12500;15.33;0;0.17;"01KP7Yv8-Crqi";"Y";3
"fUKGzK52-gmsO";29;40000;"Aluguel";2.0;"WOnrj4Mk-B5Yx";"Empreendimento";"D";7000;14.91;1;0.17;"w5c1zi7Z-Xm6y";"Y";8
"BBi2nJo5-BhjZ";31;62839;"Aluguel";15.0;"pLqOaunA-sIpu";"Melhora_do_lar";"D";9000;15.33;0;0.14;"KKwzSmsP-ljbR";"N";10
"ZJ1kTrUI-nsZH";22;39996;"Aluguel";0.0;"mTqowmdm-fkMn";"Pessoal";"B";7500;11.86;0;0.19;"8v6K7jlZ-LE7x";"N";3
"gNnEvNp6-s5yp";23;29004;"Aluguel";7.0;"zqfkT2ci-1HFF";"Pagamento_debitos";"D";1500;14.59;1;0.05;"OqDNMomT-y0Q8";"Y";2
"WsqvlFXg-yK15";26;122000;"Hipoteca";4.0;"v6jNi6Nc-GWJt";"Pagamento_debitos";"C";4800;0.0;0;0.04;"vsoBqxvZ-XMUn";"Y";2
"kmhK3Cs5-ACoi";32;82000;"Hipoteca";13.0;"O0cO7FzY-XL63";"Pessoal";"B";10000;10.36;0;0.12;"TG1ip2xm-KnyN";"N";6
"mOBxQaFh-f9KQ";30;55000;"Propria";6.0;"RmPcQRw5-PBjy";"Educativo";"D";21250;15.7;0;0.39;"mb0AxhB3-SgA9";"Y";6
"H1GOPBbw-2DA8";25;90000;"Hipoteca";2.0;"AxpKmQQz-5CMU";"Empreendimento";"D";10000;15.28;0;0.11;"lWWixFuP-dmPf";"Y";2
"KOlmLfwB-deMs";36;44004;"Aluguel";4.0;"eeLLkKAT-fCxr";"Pagamento_debitos";"C";2000;13.61;1;0.05;"Usmi0MRQ-E3sj";"Y";13
"ygnQzbS1-TBo1";27;58000;"Hipoteca";7.0;"3DzHUBGh-xNh4";"Empreendimento";"B";2800;11.99;0;0.05;"Ada3C0Pp-QoTP";"N";8
"nw6IU3Fp-vfE8";44;57000;"Aluguel";1.0;"DRsxbjrw-Fyrm";"Pessoal";"B";4200;0.0;0;0.07;"PqwjTDpq-Kwq1";"N";11
"rCexTwwR-n2lL";59;55000;"Hipoteca";15.0;"EeWSZcrl-rXXn";"Pessoal";"B";1000;10.59;0;0.02;"G939GP7k-0WN8";"N";29
"s4eHxAGZ-SBRk";29;90000;"Hipoteca";13.0;"2YfWLDHG-XqfX";"Pagamento_debitos";"A";6000;6.03;0;0.07;"8U8RRYjd-4tLH";"N";5
"bUhHEwUx-H23k";50;50000;"Aluguel";1.0;"N3pgq8LT-nb00";"Pessoal";"A";16000;7.9;1;0.32;"eew0TlOQ-5qCx";"N";17
"w1ukIWxY-uwT1";37;27000;"Aluguel";0.0;"3Y6tTscJ-BgsM";"Medico";"B";1800;11.36;0;0.07;"xCUm96wT-rEY3";"N";11
"U9olXw87-oqo6";26;87000;"Hipoteca";1.0;"EAa6cRXm-ZqKr";"Melhora_do_lar";"D";15000;14.74;0;0.17;"YNRsuxL2-uKpY";"Y";3
"vs5srJNt-OHGM";33;63000;"Hipoteca";7.0;"loz9WG9W-00WA";"Pagamento_debitos";"A";18250;8.9;0;0.29;"DWz6rbgB-G1lo";"N";9
"Z3STLt5d-seI6";28;32004;"Aluguel";5.0;"HsLLKXDF-3Rzl";"Empreendimento";"C";6000;13.99;0;0.19;"xrC1zYMk-Iycx";"N";9
"k8ulBFhb-YH5F";29;24000;"Hipoteca";7.0;"4yMDblss-nJt8";"Medico";"A";10000;0.0;0;0.42;"DwdrMYTa-8pLl";"N";6
"4LbHrfs1-mG6d";29;105000;"Aluguel";1.0;"eLzwO4KW-ObPA";"Medico";"C";7500;11.03;0;0.07;"6cdFd2J2-xt1a";"Y";9
"sY4oFJQh-B8Xp";23;81120;"Hipoteca";3.0;"QOiYyxOu-sspy";"Pessoal";"B";15000;10.25;0;0.18;"f20IWdik-FfKZ";"N";4
"Mn6kINdb-Utjb";30;69000;"Aluguel";2.0;"t0fj2yTl-P7ET";"Empreendimento";"E";20000;17.14;1;0.29;"c8KwPDtU-WcJt";"Y";7
"dQ7NoPqk-hfjM";46;62047;"Aluguel";4.0;"9XBEppfn-2t1B";"Medico";"A";9000;5.42;0;0.0;"9IJu8OEy-AQB5";"";9
"t5XvZgKZ-f0dw";25;40000;"Hipoteca";2.0;"Rgf0KUU5-4cgh";"Pagamento_debitos";"B";4750;0.0;0;0.12;"QmxFUScB-8smg";"N";3
"aOrH3CqN-vGMh";23;36000;"Aluguel";3.0;"C6p6IFsv-BgUe";"Pessoal";"C";14400;13.57;1;0.4;"WH5MZAI7-UL8p";"N";2
"UJbXSJRQ-EEM8";26;48000;"Aluguel";2.0;"qRcR4Dz5-0gPh";"Educativo";"A";10700;9.63;0;0.22;"yHg5xclY-nbJU";"N";4
"h7Jt5YZ1-QARb";28;40000;"Aluguel";6.0;"YZ21f3p9-Nrih";"Educativo";"C";10500;14.27;0;0.26;"OqpB9taz-DydE";"N";10
"6ZLnUM5Z-YokY";23;74000;"Aluguel";1.0;"xC4waWsc-8vrn";"Empreendimento";"D";15000;15.65;1;0.2;"jewEwZuM-g6an";"N";2
"o7zGTqcs-OS0i";29;89000;"Aluguel";3.0;"UWmzvoZX-7L9d";"Pessoal";"A";12000;7.29;0;0.13;"wAT23QCu-sEbW";"N";5
"4UBmAzgx-bniT";32;237000;"Hipoteca";14.0;"S6tbLjN4-16Gh";"Melhora_do_lar";"B";21000;9.2;0;0.09;"6QaYqWEr-xjcL";"N";9
"rUyaYPEu-EsFW";33;10080;"Propria";11.0;"HnwmHrrL-hJRU";"Empreendimento";"A";7200;6.03;1;0.71;"kHxJGJEN-ta1Z";"N";8
"QNWZGLEd-7Q9U";36;31200;"Aluguel";9.0;"mFrLXLLR-rj6p";"Pessoal";"B";3000;12.42;0;0.1;"C2REypPn-A8wi";"N";12
"SvQmrHRK-yS2p";34;68000;"Hipoteca";17.0;"AA3IogYA-9jtU";"Pessoal";"D";10000;16.29;0;0.15;"cPqhHrIQ-Gcsp";"N";9
"HdSJ6b4a-O5tB";32;119004;"Aluguel";0.0;"ftpq8znp-WoSK";"Melhora_do_lar";"A";2500;0.0;0;0.02;"XnAlQawn-n8BL";"N";10
"1t52Buyk-pDjE";35;39800;"Aluguel";5.0;"kD7E6jBR-BNdC";"Pagamento_debitos";"B";2400;11.71;0;0.06;"CiOoLdlv-zZjg";"N";10
"lLtH3EGK-k7Af";70;30000;"Aluguel";1.0;"Dt8rayK5-jxBC";"Medico";"B";5000;10.96;0;0.17;"Mr8N6TYz-5kkS";"N";28
"WLMfmqNR-JFT3";33;30000;"Aluguel";2.0;"DbYmg5eP-rCNs";"Empreendimento";"E";6000;19.42;1;0.2;"N7jWF0HA-gqNZ";"N";10
"jl27Swkx-xEP9";28;62352;"Hipoteca";3.0;"uKNXu9Xl-Ctvt";"Educativo";"A";3800;6.62;0;0.06;"6mCEHJsK-ZtDw";"N";6
"sRWERD7c-jC6h";26;35000;"Propria";1.0;"wI8FtcCI-W5Mh";"Pessoal";"A";7500;7.9;0;0.21;"6TQcFzoI-FKYo";"N";3
"6lcbCSbE-dQfL";29;72000;"Aluguel";3.0;"Yu29dshX-QkrD";"Melhora_do_lar";"E";4000;18.79;0;0.06;"BXSUoiOM-OK6H";"N";6
"wUFbxdAw-XXgj";23;35000;"Aluguel";2.0;"1HsoQ87j-cPsJ";"Pagamento_debitos";"A";11900;7.66;1;0.34;"WNka4PsG-i9SI";"N";3
"qsADiguh-Ldfp";44;39684;"Aluguel";4.0;"XxXRffob-eadK";"Pessoal";"B";6000;0.0;0;0.15;"A6C5ArXQ-LJdK";"N";15
"axSgQ2iw-8Jtk";21;52700;"Hipoteca";4.0;"a0oGXLYi-LfIK";"Medico";"D";26400;16.49;1;0.43;"b78tGkvQ-FpHL";"N";3
"9rWDyiZ5-mG6b";45;140000;"Hipoteca";18.0;"qW5xkL1p-J04T";"Melhora_do_lar";"A";7000;7.29;0;0.05;"wedKHuY2-CRT2";"N";17
"d38beNWl-HG61";22;198000;"Hipoteca";6.0;"yXuRCypo-aWvS";"Pagamento_debitos";"C";24250;14.22;0;0.12;"73RGhocd-D6Un";"N";3
"L9mdAwgu-tJm4";21;100000;"Aluguel";1.0;"AdRNKaQ0-fELh";"Pagamento_debitos";"A";7800;7.88;0;0.08;"DIsdG0pF-YvCw";"N";2
"4v1KbQpB-sKFW";21;80000;"Hipoteca";5.0;"hvOSZZJ5-4K6Q";"Educativo";"A";12000;5.99;0;0.15;"6oEQcKbZ-mcTi";"N";2
"ABKa6ieK-3vwY";24;47088;"Aluguel";8.0;"4gOBfx42-oiRg";"Pagamento_debitos";"A";4000;6.62;0;0.08;"NChIMrm4-pOTc";"N";4
"XF0weijv-3o0U";23;96000;"Hipoteca";0.0;"EWPZyQvJ-xiiG";"Empreendimento";"B";20000;11.11;0;0.21;"bL1OeDnC-rBpt";"N";2
"QWkkL68G-hhHW";28;45000;"Propria";11.0;"BJ0PCWuW-cIA2";"Medico";"C";10500;15.96;0;0.23;"afkdWnjG-efJn";"N";8
"0zXsvHXN-wFvY";24;105000;"Hipoteca";5.0;"YG8l5X9H-Clus";"Pessoal";"D";12000;16.29;0;0.11;"iNwBkfYx-67kF";"N";2
"5IOnbp5t-nmhY";36;72000;"Aluguel";5.0;"mNCB7xPS-nyDJ";"Empreendimento";"C";16500;13.61;0;0.23;"8mnMvkTf-3Mnv";"N";11
"EnJrdwk6-nBp5";24;27456;"Aluguel";1.0;"8SICpUdv-6IGx";"Medico";"C";9250;12.87;1;0.34;"bY66SqiB-8cvx";"N";3
"wLKMPrNu-yciO";26;58650;"Hipoteca";3.0;"aDfmkLpj-fd4g";"Medico";"C";17500;0.0;1;0.25;"iyFKEmIh-TjnW";"N";4
"SSSFipNq-mS2w";33;45000;"Aluguel";0.0;"xAoY6s5X-Xb9j";"Empreendimento";"B";7000;10.38;0;0.16;"aggQdPTY-oWJl";"N";8
"su3GzL2s-Ssb6";27;48000;"Aluguel";3.0;"IDjl0GIZ-8y1p";"Pagamento_debitos";"D";10800;15.99;1;0.23;"IL95MTRg-Fezv";"N";8
"pJGLxN7e-OyX6";25;57504;"Aluguel";2.0;"fTD3EsS0-WXTx";"Melhora_do_lar";"A";16500;9.32;1;0.29;"fcXXUtMZ-v6iq";"N";3
"YHbYlf0t-cucT";28;15000;"Aluguel";1.0;"jbuCkSOM-1NzG";"Medico";"B";4800;10.99;1;0.32;"jrIoexRz-L6ZG";"N";8
"ZIWJGLED-WWP7";39;23500;"";14.0;"yvKdJsDN-JJFc";"Pessoal";"D";5600;0.0;0;0.16;"LW4Q2teq-mNuF";"N";17
"XXpQUdcQ-TD5B";30;35004;"Aluguel";0.0;"uny8IJco-g6uG";"Medico";"A";7500;8.63;0;0.21;"R5KNdc0S-1Wid";"N";5
"0BPC0PUU-iJve";33;21600;"Aluguel";2.0;"EXjUg65s-uDMW";"Pagamento_debitos";"C";6500;0.0;0;0.3;"yuTeFE9m-2T4j";"Y";5
"8W6eia1p-jza2";25;44975;"Aluguel";2.0;"1rBSk923-YpJD";"Medico";"A";11000;6.99;0;0.24;"8akU3kTE-kP7H";"N";4
"lBH7k1XK-JPPy";26;43000;"Aluguel";4.0;"2PEAm3Nv-1049";"Educativo";"C";10000;14.65;0;0.23;"8uwdZmge-5e8L";"N";4
"XeUHWuuS-Yu6i";28;90000;"Hipoteca";7.0;"gMJYuwYt-D69x";"Melhora_do_lar";"E";17600;16.35;0;0.2;"sRMnPjvf-S6Tn";"Y";5
"qOQYhIoz-xog8";42;51000;"Hipoteca";5.0;"cMfSSzdb-41rm";"Pagamento_debitos";"A";20000;8.49;0;0.39;"n64v8ZoC-Oa8e";"N";14
"vXUMMG82-BAi4";26;67500;"Aluguel";1.0;"e1xDtpFq-zZpI";"Medico";"B";5000;12.18;0;0.07;"qNza71Yw-x3Up";"N";3
"Ui0zyivh-BU9x";26;30720;"Aluguel";4.0;"LmLMXGZU-NEOq";"Pagamento_debitos";"B";10000;11.49;1;0.33;"a4agEOXy-5ZEo";"N";3
"oR9ngnPI-eBNG";26;84000;"Aluguel";7.0;"P6DwUDzR-5L5D";"Pagamento_debitos";"D";15000;16.0;1;0.18;"O2ABTEg2-EAUj";"Y";2
"epDpHbC1-Ax1Y";23;30996;"Propria";2.0;"ozPeMOxW-j5xq";"Empreendimento";"B";5000;11.86;0;0.16;"0Gmrs9PM-47cs";"N";2
"hf9gwrCu-nUF7";34;65000;"Propria";2.0;"XOZKHqXj-LUzj";"Pessoal";"A";5600;8.0;0;0.09;"SWy376OO-ITCQ";"N";6
"7HWbD0cG-MP2X";29;30000;"Aluguel";8.0;"ej9EPqpz-viAg";"Medico";"C";7000;13.35;0;0.23;"3pcRkT7x-4hmj";"Y";10
"STWI6aim-ilAe";26;44470;"Hipoteca";2.0;"p3mLaSvA-7hhm";"Pagamento_debitos";"A";4000;6.76;0;0.09;"vTSjxfhP-bnop";"N";2
"t0efHAoY-d1FE";23;18000;"Aluguel";5.0;"fOHFZl5v-GJuN";"Pessoal";"B";4000;10.99;1;0.22;"aQEibcBl-DYGC";"N";2
"gPG672Er-Z0uo";31;50000;"Aluguel";9.0;"vsZ1nzjK-s2YA";"Pagamento_debitos";"A";12000;6.03;0;0.24;"hEtUcSJy-3a4J";"N";6
"KbKT6dxl-ShLU";29;33000;"Aluguel";2.0;"Fu2vSEea-hiKE";"Pessoal";"C";1700;15.23;0;0.05;"kJOySBpe-FLKt";"Y";9
"XjxUv2kq-2M65";25;33800;"Hipoteca";2.0;"q1b1YR6K-TlLE";"Educativo";"D";10000;15.31;0;0.3;"FwgRW45J-MZSw";"N";4
"7UmmIANU-iZQZ";33;42000;"Aluguel";3.0;"DQ8f2bxs-Cw37";"Pagamento_debitos";"C";12000;13.57;0;0.29;"eLTYbJr4-KYOp";"N";7
"1dY8cgvT-eCAt";28;55000;"Aluguel";10.0;"7E3gPOG7-t7Ic";"Educativo";"B";13000;10.99;0;0.24;"kT6LhdCA-c0NY";"N";8
"n7wpAG0h-nsPl";42;68850;"Aluguel";8.0;"IfzUCAUl-7sFr";"Medico";"D";24250;15.58;1;0.3;"wXHGNSoN-Zr8D";"N";14
"RxHijINj-GCD8";22;54000;"Propria";2.0;"bwIJzjo9-f3ay";"Empreendimento";"B";2000;10.99;0;0.04;"B8UnwB0G-dpv8";"N";3
"AETK48Z7-yC5F";27;59200;"Aluguel";4.0;"Xn39Zfuf-J7bn";"Pagamento_debitos";"B";15000;10.75;0;0.25;"0IwGAiaf-LF3K";"N";7
"EZHw0fd8-ccDa";25;16000;"";0.0;"PeSN2Alu-cYZs";"";"A";6200;13.79;0;0.16;"WoSRuCr1-OEYM";"N";2
"3Y0U7A0S-JnM9";22;39000;"Hipoteca";4.0;"Kti2a1qe-r2s5";"Pessoal";"B";3250;10.99;0;0.08;"C4iJslSP-YIDm";"N";2
"FEAXXEvm-6cP0";25;52000;"Aluguel";2.0;"FrxKabYa-hciJ";"Melhora_do_lar";"B";7000;10.59;0;0.13;"a3TOeBxm-7Rqx";"N";2
"kN52Tvj3-TBAr";23;30000;"Hipoteca";6.0;"2hX6oBB3-cRJa";"Educativo";"A";10000;7.66;0;0.33;"9teLq7Q1-SF9W";"N";3
"RUQ4ob5P-aQ7k";25;50000;"Aluguel";2.0;"gP0Iww9t-JOmw";"Pagamento_debitos";"B";4000;10.37;0;0.08;"u6CLQFLI-aOPP";"N";2
"yfKENfv8-1hhn";27;21000;"Aluguel";5.0;"7ZKxuikc-HLxQ";"Medico";"B";4000;11.49;0;0.19;"1XgpQtA5-3HjW";"N";9
"zw30uZut-fAuH";33;44000;"Hipoteca";17.0;"pIyUUlrS-GImT";"Empreendimento";"A";16000;7.9;0;0.36;"gaQ0nDtX-5KAe";"N";10
"nW2pXO31-rx2z";23;150000;"Hipoteca";7.0;"Muuq43u4-4SsA";"Medico";"B";30000;9.99;0;0.2;"MFRiNbGG-di7Y";"N";3
"C2Kcpgjb-GO2R";27;0;"Aluguel";0.0;"ENrUts9r-CxjW";"Empreendimento";"B";5000;0.0;1;0.17;"wt71CrXH-NxjE";"Y";4
"bksnWkRw-X0kt";23;48000;"Aluguel";3.0;"z3Uxk8YG-JKDh";"Educativo";"B";6600;11.11;0;0.14;"6JRx2aMq-zeGF";"N";2
"ntusDxD6-hGBO";27;27000;"Aluguel";11.0;"6yX0SRBa-WbRb";"Educativo";"B";1500;10.36;0;0.06;"orvOyfhQ-d8gv";"N";5
"uwRH6ayd-Mej3";28;25596;"Aluguel";12.0;"iILvTdeS-iKl8";"Empreendimento";"B";3000;0.0;0;0.12;"Aj5g59wa-lZsJ";"N";9
"K2fxzfnI-bw7v";32;50000;"Aluguel";16.0;"P4IlTIcn-RqAN";"Pagamento_debitos";"B";12000;12.53;0;0.24;"6K3GSbTa-ww6n";"N";10
"WqZJaTea-ucY5";26;51996;"Hipoteca";10.0;"zh0H4Wl9-NXa9";"Pessoal";"B";1500;9.7;0;0.03;"SZh9TJYy-xN9Z";"N";3
"dFfIdYfk-7bIl";32;80000;"Aluguel";1.0;"IoIg8cF4-uXYy";"Pessoal";"B";6400;10.99;0;0.08;"0tcIJv9p-8nMZ";"N";8
"lOvMmEds-r2rm";32;81400;"Aluguel";2.0;"GbfMP4Ls-z0PU";"Empreendimento";"D";20000;14.84;1;0.25;"4h2Fx597-3KTW";"Y";6
"s15vPJ4L-bqpQ";32;51000;"Hipoteca";1.0;"PWwF6Bd9-gALg";"Empreendimento";"B";10000;9.99;0;0.2;"0KOp4bnR-aAAI";"N";5
